Email Text,Label,Predict
copy shortcut, paste to metapad (freeware from LIQUIDNINJA.COM),
then do a global search and replace. The trick is to replace the
control codes with the correct characters: %26 is an ampersand;
%3a is a colon; %2e is a period; %20 is a blank space; %2f is a
forward slash; %3d is an equals symbol; %3f is a question mark.
The Windows character map can help with any others. Select a
character, look at the status bar, replace 'U+[code]' with the
percent sign. In other words, the ampersand (U+0026) is %26 which
translastes into a '&' symbol. Maybe a more clever Gnomie can come
up with some script which we can place in the 'Web' folder,
correctly register, and use in IE's right-click / context menu?""Recommend It!http://www.lockergnome.com/issues/daily/20020712.html
Your subscribed e-mail address is: [qqqqqqqqqq-lg@spamassassin.taint.org] - To unsubscribe or change your delivery address, please visit the subscription management page. For further information, please refer to the GnomeCREDITS in the sidebar.LOOK OVER HEREÂ Download Our Tip FilesÂ Latest Windows Daily
Â Latest Digital Media
Â Latest Tech Specialist
Â Latest Penguin Shell
Â Latest Apple Core
Â Latest Web Weekly
Â Latest Bits & Bytes
Â Latest Audio ShowÂ Low Price Search
Â $99 Tech ConferenceÂ The GnomeSTORE
Â Tell a Friend About Us!
Â Suggest a Feature
Â Advertise With Us
Â High-Tech Job Search
Â Chat With Gnomies
Â Watch The Webcams
Â Computer Power UserÂ Read Past Issues
Â Download X-Setup
Â About Lockergnome
Â Our Privacy Policy
Â View More Options
Â Our XML / RSS Feed
Â Syndicate Our Tips
Â Link To Lockergnome
Â Get Chris's BookÂ General Feedback
Â E-mail the Editor
Â The Editor's Blog
Â MP3 SOFTWARE
Havas MP3 Pro
Magix MP3 Maker
Ejay MP3
Audiostation 5.0
Jack The MP3 Ripper
Pearson MP3 Maker
Steinberg My MP3
MusicMatch Jukebox 7.0
Hip Hop E-jay Record
MP3-Wolf
MP3 Maker Gold
The MP3 Wizard
Â GNOMESPECIALS
Â Manage Your Workgroup
Â Form Pilot
Â Say the Time 5.0
Â Boomer - Stream Now
Â Create Web/CD catalog
Â Easy Web Editor
Â Kleptomania
Â Tag&Rename
Â Pretty Good Solitaire
Â Visualize Color Combos
Â FirstStop WebSearch
Â Ecobuilder
Â Book Collector
Get Listed Here
Question: which group is 250,000+ strong and always looking for stuff to make their personal and professional lives run smoother? 
Â HAPPY FUN STUFF
And now, we see the story of the ugly shoe unfold before our very eyes. This footwear was outcast from the group weeks ago, and has been very depressed ever since. Pity my shoe.The Lone Shoe
Â 
CLICK HERE TO ZOOMÂ 
BYTE ME NOWÂ©2002, Lockergnome LLC. ISSN: 1095-3965. All Rights Reserved. Please read our Terms of Service. Our Web site is hosted by DigitalDaze. Domain registered at DNS Central.
I'd feel better about doctors if it wasn't called a 'Practice.'
",Safe Email,Phishing Email
"On Tue, Jul 23, 2002 at 06:06:05PM -0400,
Scott Henderson  is thought to have said:> Thanks, Tabor.  How do I install v1 over v2, and where does one
> get it?  (I don't see it at razor.sourceforge.net)It's there. Scroll down on the downloads page. However you might
consider going the other way and installing SpamAssassin's 2.40
bleeding-edge code as Razor v2 has a lot of nice features over v1.-- 
--------------------------------------------------------------------
Tabor J. Wells                                razor-users@fsckit.net
Fsck It!                 Just another victim of the ambient morality
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",Safe Email,Phishing Email
"
So much for carnivore ;)-- 
Gary Lawrence Murphy - garym@teledyn.com - TeleDynamics Communications
 - blog: http://www.auracom.com/~teledyn - biz: http://teledyn.com/ -
  ""Computers are useless. They can only give you answers."" (Picasso)
",Safe Email,Safe Email
"stockmarket smail - cap profiie bishop , vcsc - get in now - will explode in next 2 weeks - this stock is red hot and is our # 1 pick for first quarter of 2005 breaking news : ( vcsc ) vocalscape announces license agreement and partnership with netfone services inc . get in "" vcsc "" now ! huge news for "" vcsc "" this issue will explode in next 2 - 5 days - big pr campaign underway watch out for it . jump on board . . stock expected to hit $ 2 by the end of the month ! ! speculative target price in 3 - 5 days : $ 0 . 75 - 0 . 96 speculative target price in 10 - 20 days : $ 2 . 00 microcap marketing play of the month for our investors is vocalscape , inc . vcsc vcsc vcsc huge news released - must read act now - vcsc vcsc vcsc vocalscape , inc . is an emerging developer of interactive communication software . the company has created software and interactive solutions revolving around global communications and data voice convergence . vocalscape focuses on adding to customer ' s website and customer support centers by integrating website solutions that enable real human assistance , live interaction services such as instant messaging , voice over the internet ( voip ) and interactive desktop solutions sharing solutions . as previously announced on august 20 , 2004 vocalscape has executed a letter of intent to acquire 100 % of ntelx , inc . the company has created software and interactive solutions revolving around global communications and data & voice convergence . our strategy is to focus on voip communication solutions that bring a full range of communications software , and services together to solve business problems and add value to our customers . according to infonetics research ' s quarterly market share and forecast service , next gen voice products , worldwide next generation voice product revenue totaled 389 m in 2 q 2004 , up 10 percent from lq 2004 and up 21 percent year - over - year . annual revenue is projected to grow from $ 1 . 3 b in 2003 to $ 4 . 8 b in 2007 . speculative target price in 3 - 5 days : $ 0 . 75 - 0 . 96 speculative target price in 10 - 20 days : $ 2 . 00 news alert : katonah , n . y . , jan . 3 / prnewswire - firstcall / - - vocalscape inc . ( tm ) ( pink sheets : vcsc . pk ) , announces the company has entered into a licensing agreement with netfone services inc . to license vocalscape ' s proprietary eyefon , an award w i n ning voip soft phone and vocalscape ' s pre - paid calling card cluster solution . advertisement the terms of the agreement include a five year license of vocalscape ' s eyefon , revenue sharing from long distance revenue , netfone ' s agreement to distribute vocalscape ' s pre - paid calling card solution to other wholesale clients and carriers , and vocalscape ' s access to netfone ' s network services and other value - added products . in addition , vocalscape has agreed to provide network consulting services to support netfone ' s voip network . dr . rafeh hulays , netfone ' s president , when asked of the partnership , stated , "" we believe the vocalscape ' s prepaid calling card solution and eyefon is ahead of the competition . we especially like being able to offer a private label eyefon to our client base and we appreciate the scalability of the product . the partnership between our businesses is a perfect f i t : vocalscape is a poised to be a leader in voip applications and netfone is a leader voip service provider . this platform enables us to provide differentiated services into the market and develop services that can be marketed in the us and globally . "" vocalscape ' s president ron mcintyre says of the relationship "" the voip marketplace is developing and netfone team has had foresight in the very early stages to implement a voip network . together with netfone ' s experience and presence , this relationship should prove to be lucrative . "" read below before you invest : information within this email contains "" forward looking statements "" within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be "" forward looking statements . "" forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : "" projects "" , "" foresee "" , "" expects "" , "" estimates , "" "" believes , "" "" understands "" "" will , "" "" part of : "" anticipates , "" or that by statements indicating certain actions "" may , "" "" could , "" or "" might "" occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity alert advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsletter about the news published by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . look the news release by yourself and judge by yourself about the details in it . in compliance with section 17 ( b ) , we disclose the holding of vcsc shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reliance on forward - looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materially from those set forth in the forward - looking statements . please be advised that nothing within this email shall constitute a solicitation or an invitation to get position in or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . all statements made are our express opinion only and should be treated as such . we may own , take position and sell any securities mentioned at any time . this report includes forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may include terms as "" expect "" , "" believe "" , "" may "" , "" will "" , "" move "" , "" undervalued "" and "" intend "" or similar terms . this newsletter was paid $ 11300 from third party to send this report .",Phishing Email,Phishing Email
"choose online shopping for quality ink products . with a wide selection of quality ink products online , discount store provides customers more deals and specials . choose the discount store that offers a wide selection of ink toners and cartridges . select brands like apple , brother , canon , compaq , nec , epson and more others . experience convenient online shopping for discount ink products . orders are shipped by usps priority service . for domestic orders , customers can enjoy frree shipping if the amount exceeds 45 dollars . need timely assistance ? please contact the company for timely assistance . the discount store offers a wide selection of ink toners and cartridges . choose famous brands like apple , brother , canon , compaq , nec , epson and more others . http : / / www . crossoverpain . com / h 78 / appears willing to act on new information and keep her options flexible . dishes . "" alex is 20 years and 20 days old , and carlos is on the phone telling her that if she sits in the chair where she satwhen the marines told her that alex was dead , in the chair she sometimes just sits in , looking erotogenicity 1 consolatrixo 0 four - way switch",Phishing Email,Safe Email
"good day . . . . . . . . . . . . . dear friend , i am contacting you to front as a co - owner of my late husband ' s company and beneficiary of funds ( us $ 25 , 000 , 000 . 00 ) due the company . currently , i am a high ranking government official in the cabinet of the ruling president thabo mbeki ( south africa ) . i am a widow and mother of two children . my late husband mr ronald tshabalala died 1996 . after his death , i recently discovered that an over - invoiced proceeds of a contract i helped his company secure is yet to be paid out by the reserve bank of south africa . presently the funds can also be paid out by south africa ' s offshore bank in england . like i stated earlier on , this funds emanated as a result of an over - invoiced contract which my husband ' s company executed with the government of south africa . i am afraid that the government of south africa might start to investigate on contracts awarded from 1995 to date . if they discover this money yet unclaimed with my husband ' s name linked to it , the government will confiscate the money and seize his assets here in south africa and this will definitely affect my political career in government . i want your assistance to front as a co - owner of his company ( tshabalala construction , ltd ) to facilitate the release of the funds . i will introduce a very good attorney to assist us with the transfer process without any hitch but he will not be told my interest in the transaction as i play a very sensitive role in my government . as the contract was executed in my present government department , be rest assured that i will use my position to approve the immediate release of the entitlement . as soon as the funds are release in your favour , you are expected to move it immediately into your personal bank account in your country . please once you have confirmed receipt of the funds into your account , i want you to notify me immidiately , so that i will arrange to meet with you . the lawyer i will recommend to assist us will be representing our interest at the reserve bank of south africa and all necessary quarters . all future correspondence must be made either to the attorney or myself . please , i want you to note here that i am reposing huge trust on you regardless of your being a total stranger ; please , lets make brotherhood and sincerity our watchword . upon your reply , we shall discuss your percentage for your assistance . if you agree to my proposal , please endeavour to send me an urgent reply through my email address or this my private email address ssigo @ netscape . net again note that due to my sensitive position as serving government official , i will only give you more details of myself when we proceed further and this is after i have confirmed your sincerity towards this transaction . i would not want you to phone or fax me for now . thank you . stella sigcau honesty and transparency , they are my best work tools .",Phishing Email,Safe Email
"re : we have all your favorite programs at incredibly low prices the cheapest p * c prices bundle 1 : windows x * p pro & office x * p pro only 8 o 15 o dollars we might have just what you need : bundle 2 : macromedia studio mx 2 oo 4 - 18 o dollars we might have just what you need : bundle 3 : adobe creative suite full - 2 oo dollars the offer is valid untill june 17 th virtual store stock is limited regards , tyree sanchez orthodontist retroscreen virology ltd . , london , el 4 ns , united kingdom phone : 571 - 396 - 7479 mobile : 354 - 117 - 9463 email : robvofjfdx @ flashmail . net this is a confirmation message this product is a 16 day definite software notes : the contents of this paper is for your exclusive use and should not be hour exponent cpu deject wrack time : sun , 24 apr 2005 08 : 15 : 35 - 0800",Phishing Email,Safe Email
"re : kwi user group vince sorry to hear you cannot make it . . . you would obviously have been the big catch ! ! in terms of a london based replacement , who did you have in mind and what sort of subject could they cover ? david - - - - - original message - - - - - from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ] sent : 24 april 2001 23 : 22 to : djw @ kwi . com cc : vince . j . kaminski @ enron . com ; shirley . crenshaw @ enron . com subject : re : kwi user group david , i regret to inform you i am unable to attend the conference due to previous commitments . would you consider a speakers form our london office ? vince david warwick on 04 / 24 / 2001 09 : 47 : 31 am to : "" ' vince . j . kaminski @ enron . com ' "" cc : subject : re : kwi user group vince any further thoughts on this ? david - - - - - original message - - - - - from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ] sent : 13 april 2001 21 : 44 to : djw @ kwi . com cc : vince . j . kaminski @ enron . com ; vkaminski @ aol . com subject : re : kwi user group david , thanks for the invitation . i shall check my schedule on monday and will get back to you regarding the conference . i hope you will a very happy easter . vince david warwick on 04 / 12 / 2001 04 : 04 : 32 pm to : "" ' vince . j . kaminski @ enron . com ' "" cc : subject : kwi user group dear vince please may i reintroduce myself . we met last year at the sydney eprm conference which my company kwi sponsored . i chaired the session at which you spoke . as you may remember , my company , kwi are one of the world ' s leading provider of systems ( kw 3000 ) and consultancy for energy , trading and risk management . we have over 60 clients worldwide including many of the world ' s leading energy companies ( not enron unfortunately ) : north america - tva - ontario power - cinergy - bonneville power europe - enel - atel - electrabel - edf nordic - vattenfall - fortum - sydkraft - statkraft - birka energi - norsk hydro each year we stage a "" kwi users forum "" - a 2 - day event attended by leading trading and risk staff from our clients . last year there were about 100 delegates . the agenda primarily focusses on issues surrounding risk management for the energy sector . the agenda comprises keynote presentations on burning risk issues from industry leading energy speakers and practical workshops focussed around using our software . this years event is at a luxury hotel in the wonderful spanish city of barcelona and runs from the evening of sunday september 9 th to tuesday september 11 th . the main conference dinner is on the monday evening and is always a memorable event . this year it is in a leading barcelona restaurant preceded by a bus tour of the city with a stop for pre - dinner drinks . i would like to invite you to make the opening keynote address , the highlight of the conference . the subject could be : * a general energy risk related topic * a general insight into the secret of enron ' s continued success in the energy markets * your thoughts on the future development on energy markets ( and other commodity related - bandwidth etc . ) worldwide obviously , we would cover all your delagate costs including accomodation , food and drink . what ' s in it for you ? many of our users are some the energy sectors leading risk thinkers and i ' m sure you would enjoy meeting them and exchanging views . please let me know if you are able to accept the invitation . best regards david warwick - marketing dierctor and co - founder",Safe Email,Safe Email
"ld ' 98 second cfp ld ' 98 the first international workshop on labelled deduction freiburg , germany , september 7 - 9 , 1998 http : / / www . informatik . uni-freiburg . de / ~ ld98 * * * * * * * * * * * * * * * * * * * * * * * * * * * second call for papers * * * * * * * * * * * * * * * * * * * * * * * * * * * * aim and format to survey research in the field , and to allow researchers ( in logic , computer science , artificial intelligence , linguistics , etc . ) to exchange ideas , techniques and results . o both finished work and work in progress can be reported . we welcome three classes of submissions with presentation : + system description : 2 pages ( system demo ) + work in progress : 5 pages ( short presentation ) + polished work : 15 pages ( long presentation ) o submissions will be refereed primarily on a basis of relevance , for an informal proceedings distributed only at the workshop . since an intention of the workshop is to survey current work , versions of papers that have been , or may , appear elsewhere are welcome . papers may later be submitted to a planned second round of refereeing , for proper publication as a book or journal special issue . o submissions should be sent by email : please mail + a postscript file , and + a plain text file including title , authors , and contact information to ld98 @ informatik . uni-freiburg . de * topics of interest we welcome papers on current research in all aspects of labelled deduction , including but not limited to : o logical modeling based on labelled deduction o formal metatheory for , or based on , labelled deduction o hybrid reasoners and combinations of logics based on labelling o automated reasoning , implementation , and system support o annotated logic programming o applications * important dates o submission : april 15th , 1998 o notification : june 26th , 1998 o final papers : july 31st , 1998 o workshop : sept 7 - 9 , 1998 * conference site institut fuer informatik of the university of freiburg . freiburg is a town of about 200 , 000 inhabitants at the edge of the black - forest . the city is easily accessible , being within an hour from international airports in strasbourg and basel . there are also good connections ( hourly trains ) to airports in frankfurt and zurich , which are about 2 to 3 hours away . * organizing committee david basin and luca vigano ` * program committee david basin , institut fuer informatik , freiburg , germany marcello d ' agostino , universita ` di ferrara , italy dov gabbay , imperial college , london , uk sean matthews , max - planck - institut fuer informatik , saarbruecken , germany luca vigano ` , institut fuer informatik , freiburg , germany * addresses o the ld ' 98 home page ( http : / / www . informatik . uni-freiburg . de / ~ ld98 / ) o email : ld98 @ informatik . uni-freiburg . de o by post : ld ' 98 c / o luca vigano ` institut fuer informatik universitaet freiburg am flughafen 17 79110 freiburg germany phone : + 49 ( 761 ) 203-8243 fax : + 49 ( 761 ) 203-8242",Safe Email,Safe Email
"On Sun, Jul 21, 2002 at 01:47:39AM +0100, Paul Jakma wrote:
> isnt this standard behaviour?? mv uses rename() which replaces the
> new path name:why, yes.  yes it is.  i think that was my point.> yes it does. :)
> 
> but your super-links dont is what you're saying i guess. but why? why
> would you want a symlink, bar, linking to foo, to stop linking if foo
> is changed?uh, i wouldn't.  i was referring to the previous message which discussed
the idea of a symlink that referred to a 64 bit device id and the inode
of the file.  i gave two examples of why it wouldn't work.> >     % ln -ss foo bar
> >     % ls -i foo
> >     111 foo
> >     % rm foo
> >     % touch floyd
> >     % ls -i floyd
> >     111 floyd
> is this an example of inode reuse? :) or do you mean that somehow 
> floyd is the new foo, (foo is dead, all hail floyd) and that bar now 
> points to floyd?yes.  i did fail to mention that floyd might not use inode 111, but
it might.  and that was my point, having these mythical symlinks point
to the device+inode is not simple.  just like the unrm thing, it might
be possible, but hard links and soft links are the best implementations
that have survived to date on unix.  windows shortcuts are kinda weird -
they're really an application level thing.mac aliases seem to take the idea of unix symlinks (linking by filename)
along with the concept of device+inode.  i don't know mac internals,
but i seem to remember being told it tried the former first, and then
tried the latter.  how it would deal with the 2nd example i mentioned i
dunno - i'm not certain if the mac version of inodes would suffer from
that (maybe the fs identifier for the file included the creation time
or something like that).> how do i control this 'symlinks magically link to new files' feature?i think it would be difficult.  it would also fail to work in numerous
situations.kevin-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email,Safe Email
empty,Phishing Email,Safe Email
"On Tue, Aug 13, 2002 at 12:48:18AM +0100, wintermute wrote:
> Rick Moen  wrote:
> 
> 
> > Don't like SuSE's product licensing?  Write your own distribution.  You
> > can even grab most of what you need _from SuSE_.  All you have to do is 
> > heed the licensing terms on the individual pieces.
> 
> 
> How unimaginably difficult is this to do?It shouldn't be too hard.  Red Hat, for example, ships with everything
you need to build a modified distribution.  And it's all GPL (or free
enough).> There are as far as I know, no Linux kernel hackers, Ahem.  There are more than one.> nor distros 
> that originate from this fair island right?
> Right.
> 
> Yes it might be very,very difficult and subject to abject failure 
> in sticking together a distro.... call it Dolmen Linux (or other), 
> no doubt the packaging system would be one of the first places
>  such a suggestion would stumble.
> Some (like me) favouring a FreeBSD style ports system others favouring
>  a Debian style system and others still favouring *rpm style packaging.
> 
> That said other *LUG have done interesting things like making blackbox.
> 
> Perhaps making a distro would be ..... umm.... fun.There was talk of this in the past.  Taking a regular distribution like
Red Hat or Debian and tweaking it for Ireland - things like translations,
ISP setups, default bookmarks.Never took off.Why not try it yourself.Later,
Kenn
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email,Safe Email
"note from ken seaman hi , ? how is the family ? ? ? ? and the multiple jobs ? ? ? ? ? ? ? we just got back from omaha - - - linda ' s 40 th high school reunion . i wish someone would explain to me who all those old people were that attended . ? putting $ 1 . 85 a gallon gas in that beast of hers was sure fun . i may need a part - time job if this keeps up long . ( just kidding - - you probably have enough to deal with - - right ) ? jennifer has decided to journey off to law school at baylor . she and linda are going to waco friday to finalize an apartment . chris is managing the i - 10 texas land & cattle store . keeps him very busy . ( can ' t even send an e - mail - - - - - like someone else i know ) ( just kidding ) ? we are looking for property on a lake ( linda ' s request ) . like there is anything like that left in texas . we will probably drop in this house . ? pretty quiet here all things considered . ? drop me a line or give me a call when you have some time . or if you are really free we could actually plan a lunch . the price of natural gas should help keep tom from hassling you too much . ? ken",Safe Email,Safe Email
empty,Phishing Email,Safe Email
"joe h . vince , mark tawney called and said that he needs to make a salary adjustment for joe hrgovcic . it appears that he has an outside offer . i told him that we would support this , within reason , and that you would be the person to ultimately o . k . this request on the research side . he is also interested in moving joe out of research and formally onto the weather desk . again , i told him that it would have to be discussed with you on your return next week . stinson",Safe Email,Safe Email
coke * or pepsi * ? which cola do you prefer ? we have $ 100 of soda or a $ 100 restaurant gift card for your opinion on coke ® * vs . pepsi ® * . beuaaefz,Phishing Email,Safe Email
"congratulations vince , congratulations ! i wish you the best of luck with your new responsibilities . shalesh ganjoo",Safe Email,Safe Email
"summer internship at enron jana : vince kaminski is interested in taking kyriakos frantzeskakis into his group as a summer associate . once you have finalized your staffing , please confirm with vince kaminski the placement status . thanks , celeste - - - - - - - - - - - - - - - - - - - - - - forwarded by celeste roberts / hou / ect on 03 / 12 / 2001 11 : 14 am - - - - - - - - - - - - - - - - - - - - - - - - - - - vince j kaminski 03 / 12 / 2001 11 : 08 am to : celeste roberts / hou / ect @ ect cc : vince j kaminski / hou / ect @ ect , kevin kindall / corp / enron @ enron , shirley crenshaw / hou / ect @ ect , kristin gandy / na / enron @ enron subject : summer internship at enron celeste , we shall be happy to take him as an intern ( summer asociate ) . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 12 / 2001 11 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - - kevin kindall @ enron 03 / 12 / 2001 09 : 27 am to : vince j kaminski / hou / ect @ ect cc : vasant shanbhogue / hou / ect @ ect subject : summer internship at enron - - - - - - - - - - - - - - - - - - - - - - forwarded by kevin kindall / corp / enron on 03 / 12 / 2001 09 : 26 am - - - - - - - - - - - - - - - - - - - - - - - - - - - kf 2 @ andrew . cmu . edu on 03 / 12 / 2001 09 : 15 : 09 am please respond to to : cc : subject : summer internship at enron dear kevin , following my interviews at gsia on february 15 / 16 , i will join enron as a summer associate this may . i would be very excited to join the research team , if possible . thank you in advance , kyriakos frantzeskakis",Safe Email,Safe Email
mexican pharmacy hz do you want a inexpensive perscriptions ? http : / / www . cpko . com /,Phishing Email,Safe Email
"Dear zzzz ,
Â Â Â Â Â Â Â Â Â Â  Want    
      To Harvest A Lot Of EmailÂ Â  Addresses In A Very Short Time?
Easy Email    
      SearcherÂ  isÂ     
      aÂ  powerfulÂ  EmailÂ  softwareÂ Â  thatÂ     
      harvests general Email lists from mail serversÂ Â  Easy Email Searcher can get 100,000 Email addresses directly from the Email    
      servers in only one hour!Â Easy Email    
        Searcher is a 32 bit Windows Program for e-mail marketing. It    
        is intended for easy and convenient search large e-mail address lists    
        from mail servers. The program can be operated on Windows 95/98/ME/2000    
        and NT.
Easy Email    
        Searcher support multi-threads (up to 512    
        connections).
Easy Email    
        Searcher has the abilityÂ  to reconnect to the mail    
        server if the server has disconnected and continue the searching at the    
        point where it has been interrupted.
Easy Email    
        Searcher has an ergonomic interface that is easy to set up    
        and simple to use. 
ï¿½ï¿½Easy Email Searcher is an email    
      address searcher and bulk e-mail sender. It can verify more than 5500    
      email addresses per minute at only 56Kbps speed. It even allows you send    
      email to valid email address while searching. You can save the searching    
      progress and load it to resume work at your convenience. All you need to    
      do is just input an email address, and press the ""Search""    
      button.
Click The Following Link To    
      Download The Demo :
Download Site    
      1Â Â Â Â Â  
      ( OR You Can Send Email ToÂ  130@95951.comÂ  
      For More Information AboutÂ  This Program )
Download Site    
      2Â Â Â Â Â Â Â Â Â Â Â  ï¿½ï¿½IfÂ  you can not download this program ,Â  please    
      copy the following link into your URL , and then click "" Enter"" on your    
      Computer Keyboard.
Here is the    
      download links:http://www.wldinfo.com/download/email/newees.zip
http://bestsoft.3322.org/onlinedown/newees.zip
Disclaimer:We are strongly against continuously sending    
      unsolicited emails to those who do not wish to receive our special    
      mailings. We have attained the services of an independent 3rd party to    
      overlook list management and removal services. This is not unsolicited    
      email. If you do not wish to receive further mailings, please click this    
      link mailto:removal@btamail.net.cn   
      .Â This message is a commercial advertisement. It is compliant   
      with all federal and state laws regarding email messages including the   
      California Business and Professions Code. We have provided the subject   
      line ""ADV"" to provide you notification that this is a commercial   
      advertisement for persons over 18yrs old.
",Phishing Email,Phishing Email
"for the thoughts gentlemen (yes as someone said i use terms loosely) -more than cool --->quality: snobs only care about mpixels. this is about communications. the general public cares about speed not quality. how is akamai doing these days? not to mention any other QOS businesses that come to mind.implementation: point about hooking to usb, wires, etc. AGREE 100%. these implementations are super clunky, attachable camera needs to be integrated a la nokia model. basically useless until better handsets are released i think.adoption: ian brought up the 'fax' problem. brilliant thing is, this is far more personal than faxes so can be justified more easily and marketed in family packs etc. but yes, the usual rules apply as MMS phones have network efx.content: who cares about content? that no one can think of 'useful' content is always the business persons mistake. the content is the users communications. its anything and everything. avg person could easily send half dozen pics to a dozen people a day. mainly humorous i'd guess. who cares if content is trivial in nature. picture speaks a thousand words.display: why are dig camera displays better than cell phones? does anyone know who makes these small displays and what the trends are around them?misc ramblings: i suppose you skeptical forkers would have said the same thing about '1 hour photo' processing. trivial, who needs it, i get better resultion elswhere. and yet, it had great decentralizing impact - the plant had to be downsized and pushed to the retail operation - the digital camera, and finally the integrated digital camera phone brings this cycle of decentralization in photography to a logical conclusion (which will put the photo giants to bed) and change the world in a meaningful way. also, SMS didn't take off because its easy, it took off because it costs less. its greatly ironic the carriers often trumpet the 'profitabilty' of their SMS traffic over others because of its ratio of cost to bandwidth. in reality, SMS cannibilizes the voice rev's they bought their networks to handle.ps: it is relatively amusing that one 'low resolution' complaint dropped just after Joe watched a CARTOON on his television..You're right. Or at least, I don't. I saw an advert for it on TV last night (can't miss Futurama :-) and I thought, ""boy, that's dumb."" If I wanted to share pictures with someone, I'd email them to them, where they could see them on a 1024x or 1600x display, instead ofrob -----Original Message----- From: Eugen Leitl [mailto:eugen@leitl.org] Sent: Monday, August 19, 2002 1:34 AM To: Rob Shavell Cc: fork@spamassassin.taint.org Subject: Re: sprint delivers the next big thing?? On Sun, 18 Aug 2002, Rob Shavell wrote:> down in the tech world than mobile visual communications.. and yet no one > seems to give much of a damn that right now that 2 persons can take photos > and share them instantly across space. this is one of the biggest - andThe word ""trivial"" comes to mind.> last - fundamental changes in human communications. will be as big as the > browser.Remote realtime streaming video is neat, but sharing pictures? You invoke big words rather readily.http://xent.com/mailman/listinfo/fork",Safe Email,Safe Email
