Email Text,char_length,true_label,pred_label,features
"On Mon, 26 Aug 2002 the voices made CertaintyTech write:> Recently I have been receiving Spam where both the From: and To: address are
> set to my address therefore getting thru due to AWL.  Any suggestions on
> this one?  I could turn off AWL but it does have advantages.  BTW, I use a
> site-wide AWL. Use cron to remove your address from the AWL daily...?!	/Tony
-- 
# Per scientiam ad libertatem! // Through knowledge towards freedom! #
# Genom kunskap mot frihet! =*= (c) 1999-2002 tony@svanstrom.com =*= #     perl -e'print$_{$_} for sort%_=`lynx -dump svanstrom.com/t`'-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",978,1,0,"['Unknown sender address', 'Suspicious link', 'Unusual formatting']"
"
Dear Friend:Find solutions to all your daily problems and life's challenges at the click of a mouse button?We have the answers you're looking for on The Word Bible CD-ROM it is one of the most powerful, life-changing tools available today and it's easy to use.On one CD, (Windows or Macintosh versions) you have a complete library of Bibles, well known reference books and study tools. You can view several Bible versions simultaneously, make personal notes, print scriptures and search by word, phrase or topic.The Word Bible CD offers are simply amazing.The wide range of resources on the CD are valued at over $1,500 if purchased separately.** 14 English Bible Versions
** 32 Foreign Language Versions
** 9 Original Language Versions
** Homeschool Resource Index
** 17 Notes & Commentaries
** Colorful Maps, Illustrations, & Graphs
** Step-by-Step Tutorial
** Fast & Powerful Word/Phrase Search
** More than 660,000 cross references
** Complete Manual With IndexAlso:** Build a strong foundation for dynamic Bible Study,
** Make personal notes directly into your computer,
** Create links to favorite scriptures and books.
Try it. No Risk. 30-day money-back guarantee
[excluding shipping & handling]If you are interested in complete information on The Word CD, please visit our
Web site: http://bible.onchina.net/ US and International orders accepted. Credit cards and personal checks accepted.If your browser won't load the Web site please click the link below to send us an e-mail and we will provide you more information.mailto:bible-cd@minister.com?subject=Please-email-Bible-info   Your relationship with God is the foundation of your life -- on earth and for eternity. It's the most important relationship you'll ever enjoy. Build your relationship with God so you can reap the life-changing benefits only He can provide: unconditional love; eternal life; financial and emotional strength; health; and solutions to every problem or challenge you'll ever face.May God Bless You,
GGII Ministries, 160 White Pines Dr., Alpharetta Ga, 30004
E-mail address:Bible-CD@minister.com 
Phone:  770-343-9724******************************************We apologize if you are not interested in being on our Bible News e-mail list. The Internet is the fastest method of distributing this type of timely information. If you wish to have your e-mail address deleted from our Bible News e-mail database, DO NOT USE THE REPLY BUTTON. THE FROM ADDRESS DOES NOT GO TO OUR REMOVE DATABASE. Simply click here to send an e-mail that will remove your address from the database: mailto:rm6920@post.com?subject=offlist    ",2604,0,0,"['Suspicious sender email', 'Unsolicited offer']"
"csdn _ beat the . market today with thi . s winn . er ! lard jonelle don ' t miss this one . 78 f 56 _ 2 ax 553 wcll 6 e 25369 wa 2 hot - new , issue - crossstreet distr inc - ticker : csdn . pk great news just released , great gains expected ! csdn will explode on 30 th of july . . huge exposure expected all week in over 28 financial newsletters . please read below , we expect that many newsletters will cover csdn in next 5 days and we believe the stock is headed to over fifty cents ! current price - : 0 . 06 near - term - target - : - 0 . 36 long - term - target - : - 0 . 50 how many times have you seen new issues explode but you couldn ' t get your hands on them ? we are alerting you to a special company with a unique business model that is set to explode in next 1 month - - this is your chance to get in at the very beginning ! abo . ut th . e com . pany : . cross street is a recording and distribution company specializing in a genre of urban contemporary music called mac music . cross street produces music for albums , film , and television , as well as providing packaging and distribution partnerships with independent and major motion picture , music production and distribution companies this is exciting business in an exciting place and time . don ' t be the one to look back and say , i had the chance to invest , but passed  . current price - : 0 . 06 short - term - target : 0 . 36 long - term - target : 0 . 50 don ' t sleep on this one , big gains expected with a huge promotion over the weekend as well , get csdn immediately . for latest news : benignant undulant goddaughter , dis , cla . imer info . rmation . wit . hin this em . ail contains forward loo . king state . ments within the meaning of se . ction 2 . 7 . a of the secu , rities act of 1 . 933 and se . ction 2 . lb of the se . curities excha , nge ac , t o , f 193 , 4 . any stat , ements that expre . ss or involve discuss , ions with re , spect to pred , ictions , goals , expec , tations , bel . iefs , pl . ans , proj . ections , objec . tives , assum . ptions or fut . ure events or perf . ormance are not stateme . nts of his . torical fa . ct and ma . y be forward lo . oking sta . tements . plea . se be advised that no . thing wit . hin this email . s . hall cons . titute a solicit . ation or an off . er to buy or se . ll any sec . urity mention , ed h . erein . this news , letter is n , either a regist e , red inves . tment advisor nor affili , ated with any bro . ker or deale , r . all st . ateme . nts made are our expre . ss opinio . n only and should be tre . ated . as such . we may own , bu , y . and se . ll a , ny sec . u . rit . ies mentioned at any time . this report includ . es forwa . rd - looking stat . ements wit . hin the mean . ing of t . he pri . vate secu . rities li , tig . ation r ef . orm ac , t of 199 , 5 . these stateme . nts may inc . lude t . erms as e . xpe . ct belie , ve m ay , wil , l , mov , e un , derv . alued a . n d in . tend or sim . ilar ter , ms . this news . letter , was . pa . id $ 23 . 500 fr . om thi . r , d pa . rty to send this report . d , o yo . ur ow . n res . earch be , fore inves , ting . crisp sapsucker pul verdancy",3186,0,0,"['Marketing language and hype', 'Suspicious stock promotion', 'Forward-looking statements']"
"CDale wrote:
> 
> I was wondering if anyone knows of an alternative that allows
> all the bells and whistles that yahoo has, such as reminders,
> file storage, calendars, etc.SmartGroups, I think.
-- 
#ken	P-)}Ken Coar, Sanagendamgagwedweinini  http://Golux.Com/coar/
Author, developer, opinionist      http://Apache-Server.Com/""Millennium hand and shrimp!""
",358,1,1,"['no urgent language', 'no suspicious links', 'no spoofed sender']"
hi how to save on your medlcatlons over primarily 70 % . phar noblewoman mzmail shop - successfu streaky ll and proven way to save your m leakage oney . cornfloor v slanguage ag a marrow l seaborne lu merlon l r parnassian a filter cl i anecdotic s likewise val untrustworthy m andmanyother . * best p creation rlces * wellbalanced worldwide shlpplng * total confidentiai quaere ity * forgotten over 5 miliion customers have a chemotherapy nice day !,450,0,0,"['poor grammar and spelling', 'unsolicited promotional content', 'urgent savings claim']"
"re : good time new offshore pharmacy - not a single medical question asked , guaranteed or it ' s free . we have the cheapest drugs w / overnight delivery all over the world . valium , xanaxm , soma , zyban , super vlagara , etc . lowest cost anywhere in the world . 128 - bit encrypted site which means maximum confidentiality no tracing . executives , doctor ' s , business people have been using our site for years we are proud to present it to you . see what were all about today . this communication is privileged and contains confidential information intended only for the person ( s ) to whom it is addressed . any unauthorized disclosure , copying , other distribution of this communication or taking any action on its contents is strictly prohibited . if you have received this message in error , please notify us immediately or remove yourself from our list if there is no interest in regards to our products . http : / / www . nepzzz . com / mo 01 p / byebye . html ndhd dejetwxweizw zjfveieb pept jhpdaoi kyy bki uazsix qvbhlf jrnggtpq wks vpufawx q s m wsiqkmq",1073,0,0,"['Unknown sender and link', 'Promotional drug offer', 'No medical questions']"
"On July 21, paul@clubi.ie said:
> 
> reiser's handles to files are hashes i believe. fat: dont think you 
> can make symlinks on it.You can't; hard links only. And those get cleaned up by ScanDisk as
""cross-linked files"". Shortcuts are the Windows analogue of symlinks,
and they don't work outside the Windows environment - i.e. they're an
artifact of the OS rather than the FS.Cheers.
Waider.
-- 
waider@waider.ie / Yes, it /is/ very personal of me.
""if you can't live the lie, let it die/and if you can't live a life filled
 with strife/honey, just say oops/and jump through hoops/and get to the end of
 the line"" - FLC, ""Bear Hug"" (Come Find Yourself)-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",811,1,1,"['personal tone', 'no suspicious links', 'verified sender']"
"On Sat, Jul 27, 2002 at 11:58:10AM -0700, Paul O'Neil wrote:
> If I want to use tcpd for ftp and only one user will ever ftp but I dont
> know what IP that user is because its dialup DHCP how do I setup tcpd for
> that user?please don't reply to messages to send a new topic to ilug.  those of
us using threaded mail clients find that really annoying.tcpd is host based filtering/auth.  so if the ip is dynamic, you can't
really use it.  however ftp supports user based auth - actually it kind
of requires a user, so just set up an account for that person.kevin-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",1026,1,1,"['Legitimate email content', 'No suspicious links', 'Official signatures']"
"enron / hpl actuals for december 12 , 2000 teco tap 103 . 125 / hpl gas daily ls hpl lsk ic 30 . 000 / enron",108,1,0,"['contains company names', 'no greeting or signature', 'improper formatting']"
"fw : 8743 meter set up ; fac # 501869 i have a correction : i changed the pipe code but the system will not allow me to save because the meter no . for pgtt 4100101 already exist on facility no . 517817 . karl please contact me as soon as possible to discuss this matter . marlene d . hilliard - - - - - original message - - - - - from : hilliard , marlene sent : friday , august 10 , 2001 4 : 35 pm to : ' kdstewart @ aep . com ' ; farmer , daren j . subject : fw : 8743 meter set up ; fac # 501869 per authorization fromdaren farmer , i have changed pipe code pgev to pgtt . the meter no . will remain the same . the rate zone is pgtt and the trade zone is tufco . should you have any further questions , please do not hesitate to contact me . marlene d . hilliard - - - - - original message - - - - - from : kdstewart @ aep . com @ enron [ mailto : imceanotes - kdstewart + 40 aep + 2 ecom + 40 enron @ enron . com ] sent : friday , august 10 , 2001 1 : 30 pm to : hilliard , marlene subject : 8743 meter set up ; fac # 501869 look thru the sequence history . the meter # on the opposite side did not change even though the pipe code did . that is all i have to suggest . to : , "" farmer , daren j . "" cc : subject : fw : fw : 8743 meter set up ; fac # 501869 i need to get the approval from daren farmer ext . 3 - 6905 . please feel free to contact him to discuss this matter . also , i do not believe the meter no . will be the same . i searched pi grid and it shows hpl with drn 92686 interconnect with meter no . 237 - 07 - 1 - 004 , drn 26879 for teco pipeline co . we have discrepencies / isssues . what verifying information do you have for this meter ? marlene d . hilliard ext . 3 - 9167 > - - - - - original message - - - - - > from : kdstewart @ aep . com @ enron > [ mailto : imceanotes - kdstewart + 40 aep + 2 ecom + 40 enron @ enron . com ] > sent : friday , august 10 , 2001 1 : 16 pm > to : hilliard , marlene > subject : re : fw : 8743 meter set up ; fac # 501869 > > > i have already created a new sequence starting 7 / 01 / 2001 , can you > change the pipe > code and other relavant info in the new sequence starting 7 / 01 / 2001 . this e - mail is the property of enron corp . and / or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient ( s ) . any review , use , distribution or disclosure by others is strictly prohibited . if you are not the intended recipient ( or authorized to receive for the recipient ) , please contact the sender or reply to enron corp . at enron . messaging . administration @ enron . com and delete all copies of the message . this e - mail ( and any attachments hereto ) are not intended to be an offer ( or an acceptance ) and do not create or evidence a binding and enforceable contract between enron corp . ( or any of its affiliates ) and the intended recipient or any other party , and may not be relied on by anyone as the basis of a contract by estoppel or otherwise . thank you .",3009,1,1,"['No urgent language', 'Legitimate company names', 'No suspicious links']"
"available for review : discourse , vietnamese the books listed below are in the linguist office and now available for review . if you are interested in reviewing a book ( or leading a discussion of the book ) ; please contact our book review editor , andrew carnie , at : carnie @ linguistlist . org please include in your request message a brief statement about your research interests , background , affiliation and other information that might be valuable to help us select a suitable reviewer . discourse & cognitive linguistics : liebert , wolf and g . redeker and l . waugh . discourse and perspective in cognitive linguistics . john benjamins publishing co . 1997 narrative & vietnamese : daley , karen ann , ( 1998 ) vietnamese classifiers in narrative texts . summer institute of linguistics . arlington tx .",817,1,1,"['professional language', 'no urgent tone', 'no suspicious links']"
"enron / hpl actuals for december 7 , 2000 teco tap 10 . 000 / enron ; 15 . 208 / hpl iferc ; 50 . 625 / hpl gas daily ls hpl lsk ic 30 . 000 / enron",148,1,0,"['financial terminology', 'unclear sender', 'no personal greeting']"
pleased to meet you ! buenos dias ! doskoro,43,0,0,"['lack of context', 'informal language', 'no sender info']"
"Craig, For the most part, 99% times 99% users agree on what is spam. This is the
nature of the spam problem. Now if you were to use a ""personal trust""
system, you'd have a huge personal trust group that would include 99% of
the userbase. This means 99% times you'd be coming to the same conclusion,
only after burning several orders of magnitude more CPU cycles. That would
be stupid. Also, it would take several orders of magnitude longer to
bootstrap and reach effectiveness. Sub-optimal in the extreme.As regards to the problems with the ""gray"" areas you mentioned, servers
recognize such content, and razor-agents can use this information to make
individual determination. Not to mention, users can set a local confidence
level they are confortable with.cheers,
vipul.On Thu, Aug 08, 2002 at 01:09:22PM -0700, Craig R . Hughes wrote:
> By system-trust vs personal trust I don't mean that the system doesn't
> have a trust rating for each user, but rather that each individual has
> one system-wide trust rating. Your trust rating for scoring my mail is
> the same as your trust rating for scoring your own email, or Joe
> Schmoe's email. You may be great at flagging most spam, but just really
> bad at flagging one particular piece of controversial mail which is
> ""gray spam"" -- ie some people love it, others hate it. Ideally, I should
> have my own personal trust score for you which agrees with my beliefs
> about that controversial mail, rather than the system-wide beliefs. If
> that doesn't happen, then depending on the trust system's weightings,
> there are 3 possibilities:
>
> 1. All ""gray"" mail is blocked as spam (ie lots of false positives for
>    individual users)
> 2. All ""gray"" mail is allowed through as nonspam (ie lots of false
>    negatives for individuals)
> 3. The entire trust system collapses because noone is trusted due to
>    conflicting votes about ""gray"" spam.-- Vipul Ved Prakash          |   ""The future is here, it's just not 
Software Design Artist     |    widely distributed.""
http://vipul.net/          |              -- William Gibson-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",2393,1,1,"['semi-formal tone', 'no suspicious links', 'realistic content']"
"Dublin said:
> If you copy the files from your disk to the c: partition and mark it as
> active it should work ...Yeah, I figured that, but it doesn't seem to ... well, if that's the case
I'll give it another go tonight, maybe come back with some error messages.Just to clarify for those who didn't understand me initially - I have a
floppy drive installed, but it doesn't physically work. There's nowhere
handy to pick one up where I am, and I don't fancy waiting a few days for
one to arrive from Peats.Thanks for the answers,
Ciaran.
>
> You especially need io.sys, command.com and msdos.sys
>
> your cd driver .sys and read the autoexec.bat and config.sys files for
> hints on what you did with your boot floppy 
>
> P
>
> On Wed, 2002-08-21 at 14:07, Ciaran Johnston wrote:
>> Hi folks,
>> The situation is this: at home, I have a PC with 2 10Gig HDDs, and no
>> (working) floppy drive. I have been running Linux solely for the last
>> year, but recently got the urge to, among other things, play some of
>> my Windoze games. I normally install the windows partition using a
>> boot floppy which I have conveniently zipped up, but I haven't any way
>> of writing or reading a floppy.
>> So, how do I go about:
>> 1. formatting a C: drive with system files (normally I would use
>> format /s c: from the floppy).
>> 2. Installing the CDROM drivers (my bootdisk (I wrote it many years
>> ago) does this normally).
>> 3. Booting from the partition?
>>
>> I wiped all my linux partitions from the first drive and created
>> partitions for Windows (HDA1) Slackware and RedHat. I used cfdisk for
>> this. I made the first drive (hda) bootable. I then installed the
>> windows partition in LILO and reran lilo (installed in MBR). I copied
>> the contents of boot.zip to my new windows partition and tried to boot
>> it - all I get is a garbled line of squiggles.
>>
>> Anyone any ideas? I can't think of anywhere in Athlone to get a new
>> floppy drive this evening...
>>
>> Thanks,
>> Ciaran.
>>
>>
>>
>> --
>> Irish Linux Users' Group: ilug@linux.ie
>> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
>> information. List maintainer: listmaster@linux.ie
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",2325,1,1,"['personal email', 'technical discussion', 'no suspicious links']"
schedule crawler : hourahead failure start date : 1 / 24 / 02 ; hourahead hour : 9 ; hourahead schedule download failed . manual intervention required .,152,1,0,"['failure alert', 'urgent tone', 'manual intervention']"
"Once upon a time, Roi wrote :> oh xmms didn't work for me also
> i used mpg123 i tought its something from meNope, this is ""normal"" as Red Hat removed all mp3 support from 8.0 because
of patent and royalty issues :-(
On freshrpms.net, you can find the xmms mp3 plugin as I said, but also
libmad, lame (mp3 encoder), and soon mpg321 as I often used it myself.
Many other players can also play mp3 files, like alsaplayer, xine, mplayer.> like mplayer not working also and gives black screenThis is not normal though...
Try ""mplayer -vo help"" then try usinf various output methods to see if some
do work or not.Matthias-- 
Clean custom Red Hat Linux rpm packages : http://freshrpms.net/
Red Hat Linux release 7.3 (Valhalla) running Linux kernel 2.4.18-10acpi
Load : 0.00 0.05 0.01_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",901,1,0,"['unclear sender', 'no direct request', 'informal language']"
"On Mon, 7 Oct 2002, Jesse Keating wrote:> On Mon, 7 Oct 2002 19:28:51 +0200
> Matthias Saou  wrote:
> 
> # I've never heard of any CD-ROM or DVD-ROM drive having problems with
> # DMA... although there probably is since Red Hat decided to default
> # disabling it a few releases back :-/
> 
> When I worked as a PC repair tech for a Computer store chain, I did
> run across quite a few DVD drives that would lock up if DMA was
> enabled.  It's more of a chipset/drive problem than a Drive by itself.And my IBM Intellistation would lock up instantly .. now this is actually 
quite funny .. if DMA was enabled for the CD-ROM *and* you tried to access 
a CD with Joliet extensions. Otherwise it worked just fine with DMA 
enabled :)-- 
	- Panu -
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",867,1,1,"['no suspicious links', 'no urgent tone', 'no known phishing cues']"
"final call : esslli98 - workshop corpus annotation esslli-98 workshop on recent advances in corpus annotation august 17 - 21 , 1998 a workshop held as part of the 10th european summer school in logic , language and information ( esslli-98 ) august 17 - 28 , 1998 saarbrueken , germany * * final call for papers * * organizers : hans uszkoreit , brigitte krenn , wojciech skut , thorsten brants ( department of computational linguistics , university of the saarland ) web site : http : / / www . dcs . warwick . ac . uk / ~ esslli98 / workshops . html background : the use of statistical methods and particularly training from annotated corpora has become an important topic in various fields in computational linguistics . currently available corpus resources are rather small except for english , and largely restricted to the annotation of parts-of - speech and phrase structure . the workshop is intended to bring together researchers who create reusable annotation schemes , annotation tools , and corpora for different languages and kinds of language , representing information such as morphology , syntax , semantics , dialoge structure , etc . papers should address some of the following topics : - reusable and extendable annotation schemes , - efficient annotation of large corpora , - current work on annotation tools , - interaction of human annotators and automatic annotation tools , - representation of competence and performance information within annotated corpora , - other related topics . presentations of annotation schemes and corpora for various languages are encouraged , as well as demonstrations of implemented annotation tools . workshop format : the workshop will consist of five sessions of 90 minutes each held over five days . there will be either two or three presentations at each session with time for questions and discussion . submissions : all researchers in the field , but especially ph . d . students and young researchers , are encouraged to submit extended abstracts ( 6 pages , 12pt ) preferably by e-mail and in postscript . on an extra page , the following information should be included : 1 . name , affiliation , address , e-mail of the submitter ( s ) . 2 . an indication which of the themes is / are addressed . 3 . an abstract of the paper . 4 . if applicable , requirements for a demo . e - mail submissions shall be sent to krenn @ coli . uni-sb . de . hard copies shall be sent to : brigitte krenn universitaet des saarlandes computerlinguistik postfach 1150 66041 saarbruecken germany the deadline for submissions is february 15 , 1998 . authors will be notified of acceptance by april 15 , 1998 . final copy for inclusion in the informal workshop proceedings is due may 15 , 1998 . registration : workshop contributors will be required to register for esslli-98 , but they will be elligible for a reduced registration fee . important dates : feb 15 , 98 : deadline for submissions apr 15 , 98 : notification of acceptance may 15 , 98 : deadline for final copy aug 24 , 98 : start of workshop further information : to obtain further information about esslli-98 please visit the esslli-98 home page at http : / / www . coli . uni-sb . de / esslli",3198,1,1,"['official event details', 'professional language', 'legitimate website']"
"wild goose storage open season and the ruby pipeline this note is to remind you of the may 22 deadline for indicating your interest in booking capacity at an expanded wild goose gas storage facility . we also wish to inform you that aec has now decided to participate in a group that is examining the feasibility of the ruby pipeline , which is being proposed by colorado interstate gas to serve the western united states . the proposed ruby line would have a capacity of 750 million cubic feet per day and deliver gas from wyoming to northern california with a connection to the wild goose storage facility . the addition of a large new pipeline in this region would also offer wild goose storage customers a more liquid trading hub in the heart of the volatile california gas market . aec ' s preliminary assessment of this proposed project is that it provides a very competitive means of delivering additional supply flexibility into california from the growing u . s . rockies production basin . if you have any questions about the specifics of the opportunities to ship gas on the ruby pipeline , please call ed miller at ( 719 ) 520 - 4305 and tom dobson at ( 719 ) 520 - 4606 with colorado interstate gas or if you have questions about obtaining capacity at wild goose , please call either ben ledene with wild goose storage at ( 403 ) 266 - 8192 , or chris price at ( 530 ) 525 - 0490 and mark baldwin at ( 925 ) 243 - 0350 with interstate gas services . as we all plan to serve the growing california energy market , we encourage you to consider all the marketing opportunities available to you by having a strong gas storage position at an expanded wild goose .",1671,1,1,"['professional tone', 'company names mentioned', 'no suspicious links']"
start date : 12 / 23 / 01 ; hourahead hour : 19 ; start date : 12 / 23 / 01 ; hourahead hour : 19 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122319 . txt,283,1,0,"['Unusual scheduling details', 'Log message content', 'No clear sender info']"
"re : struck out by nomo the symbol k was used in early baseball box scores , indicating that the batter had struck out . this abbreviation was probably originated around 1850 by henry chadwick who "" introduced the newspaper box score so that one player 's performance could be fairly measured against another 's . "" chadwick was a british born newspaperman who is described in ken burns ' baseball as baseball 's "" chief arbiter , publicist , and goad "" who was the country 's first baseball editor , working for the new york clipper and for the brooklyn eagle for nearly fifty years . he also wrote chadwick 's baseball manual that standardized the rules , etc . of the early game . ( this information comes from my baseball informant , chris hakala , and the narrative transcript of geoffrey ward & ken burns ' _ baseball _ published by knopf , 1994 . ) john limber department of psychology university of new hampshire , durham nh 03824 , usa email : john . limber @ unh . edu fax ( 603 ) - 862-4986",1001,1,1,"['academic email', 'no suspicious links', 'verified sender domain']"
"supervisory leadership series offering attention enron leaders ! ! ! ! ! due to an overwhelming response to last year ' s offerings , we ' re bringing back the supervisory leadership series just in time to address prc feedback . there are 5 topics to choose from , or attend the entire series , it ' s up to you . the classes are : working styles : working with people effectively tuesday , february 27 th 8 : 00 am - 12 : 00 pm in room eb 560 $ 300 this module helps participants understand how they perceive others and how others perceive them on the basis of behavioral clues . it also discusses what they can learn from those clues about working together effectively . as a result of the module , participants will experience less interpersonal tension with members of the team , or work unit , as a result of knowing how to adapt to others  , styles . they will also attain a more collaborative focus at work because of energy saved from lack of interpersonal tension . - understand the features of the four basic working styles - understand how others perceive you with regard to working styles - understand the concept of versatility and how it impacts working together effectively - practice versatility skills - understand the supervision and leadership issues relating to working styles motivating for results tuesday , february 27 th 1 : 00 pm - 5 : 00 pm in room eb 560 $ 300 this module will explore the supervisor  , s or team leader  , s role in establishing conditions that allow direct reports and team members to motivate themselves . as a result of the module , participants will gain new models and tools to use in ways that influence employee motivation . - understand the performance with fulfilment module - define motivation - relate the five factors of the leadership and motivation model to motivation - apply skills / tools to put the leadership and motivation model into practice - create an action plan for specific direct reports or team members communicating effectively for leaders wednesday , february 28 th 8 : 00 am - 5 : 00 pm in room eb 560 $ 500 participants will learn the skills that facilitate and promote good communication , as well as the behaviors that indicate a willingness to communicate with others . as a result of the module , participants will have new models and tools that enhance their willingness and ability to communicate in the workplace . - understand the reason for , and consequences of , poor communication - apply the tools of good communication : responsive listening , questioning , restating , and empathy - practice using these communication tools in a work situation - identify behaviors that indicate positive and negative attitudes toward communicating with others - develop a strategy for overcoming barriers to using communication skills on the job delegating and directing thursday , march lst 8 : 00 am - 12 : 00 pm in room eb 560 $ 300 participants learn to balance two dimensions of management : delegating appropriate responsibility and authority to employees , while maintaining sufficient monitoring and control . as a result of the module , participants will be able to utilize management practices that enhance efficiency and empowerment of employees . - understand the relationship between delegating and directing - understand the task - related and employee - related considerations for successful delegating and directing - identify opportunities for increasing and enhancing delegation and direction on the job - support the increase of commitment and productivity while reducing managerial stress meeting leadership challenges thursday , march lst 1 : 00 pm - 5 : 00 pm in room eb 560 $ 300 this module introduces the challenges and rewards of managing people and helps participants create a plan for successfully meeting leadership challenges . as a result of the module , participants will have an understanding of the supervisory leadership role , and of their strengths as they apply their leadership knowledge and skills . - recognize three skills needed to survive in times of accelerated change - review the process of growth and change as explained by the growth curve - understand the skills and abilities required of doers and managers - develop a vision of the ideal manager / supervisor / team leader - do a reality check through self - assessment . - create an action plan to develop the skills , abilities and confidence to make the vision a reality coaching for performance friday , march 2 8 : 00 am - 12 : 00 pm in room eb 560 $ 300 participants will understand and practice coaching skills for improving and maintaining job performance and commitment . as a result of the module , participants will learn new approaches and tools to use in the workplace that improve job skills , reinforce and increase performance levels , and enhance employee job satisfaction and commitment . - understand the definition and purposes of coaching - use performance - problem analysis to identify the cause ( s ) of performance problems and determine what the coaching focus should be - practice performance observation and document skills to register for any of these classes , click here ( ) , or call 713 853 - 0357 .",5213,1,1,"['professional tone', 'specific course details', 'no suspicious links']"
">>From the Desk of Mr. Kenneth Uba
 
Union Bank of Nigeria,
 
Lagos-Nigeria.
 
 
 
ATTN: THE PRESIDENT/C.E.O
 
STRICTLY A PRIVATE BUSINESS PROPOSAL
 
 
 
Dear Sir,
 
I am Mr. Kenneth Uba, the manager bills and exchange
at the Foreign Remittance Department of the Union Bank of Nigeria Plc. 
 
I am writing this letter to ask for your support and
cooperation to carry out this business opportunity in my department. 
 
We discovered an abandoned sum of $31,000,000.00 (Thirty One million United States Dollars only) in an account that belongs to one of our foreign customers who died along with his entire family of a wife and two children in November 1997 in a Plane crash.
  
Since we heard of his death, we have been expecting his next-of-kin to come over and put claims for his money as the heir, because we cannot release the fund from his account unless someone applies for claim as
the next-of-kin to the deceased as indicated in our banking guidelines.
Unfortunately, neither their family member nor distant relative has ever appeared to claim the said fund. 
 
Upon this discovery, I and other officials in my department have agreed to make business with you and release the total amount into your account as the heir of the fund since no one came for it or discovered he maintained account with our bank, otherwise the fund will be returned to the bank's treasury as unclaimed fund.
 
We have agreed that our ratio of sharing will be as stated thus; 
20 % for you as foreign partner, 75 % for us the officials in my department and 5 % for the settlement of all local and foreign expenses incurred by us and you during the course of this business.
 Upon the successful completion of this transfer, I and one of my colleagues will come to your country and mind our share. It is from our 75 % we intend to import Agricultural machineries into my country as a way of recycling the fund.  To commence this transaction, we require you to immediately indicate your interest by a return e-mail and enclose your private contact telephone number, fax number full name and address and your designated
bank coordinates to enable us file letter of claim to the appropriate departments for necessary approvals before the transfer can be made.Note also, this transaction must be kept STRICTLY CONFIDENTIAL because of its nature. 
 
I look forward to receiving your prompt response.
 
 
 
Mr. Kenneth Uba
 
Union Bank of Nigeria.
 
http://xent.com/mailman/listinfo/fork
",2463,0,0,"['Suspicious large sum', 'Urgent request for cooperation', 'Abandoned account story']"
